Japonais kanji,Japonais simple,Français,Topic,Section,Niveau
～専用,～せんよう,à l'usage de～,T4,PART1,B1
温泉旅館,おんせんりょかん,auberge traditionnelle dotée de source(s) chaude(s),T4,PART1,B1
運がいい,うんがいい,avoir de la chance,T4,PART1,B1
混浴する,こんよくする,prendre un bain ensemble,T4,PART1,B1
やっと,やっと,enfin,T4,PART1,B1
たどり着く,たどりつく,atteindre / arriver,T4,PART1,B1
北アルプス,きたアルプス,Alpes (japonaises) du Nord,T4,PART1,B1
シーズン,シーズン,saison,T4,PART1,B1
山小屋,やまごや,refuge de montagne,T4,PART1,B1
それにしても,それにしても,tout de même,T4,PART1,B1
きつい,きつい,pénible / rude,T4,PART1,B1
苦労する,くろうする,souffrir,T4,PART1,B1
標高,ひょうこう,altitude,T4,PART1,B1
まさに,まさに,précisément,T4,PART1,B1
早起きする,はやおきする,se lever tôt,T4,PART1,B1
ぜったい,ぜったい,absolument,T4,PART1,B1
自然,しぜん,nature,T4,PART1,B1
濁った,にごった,trouble,T4,PART1,B1
（お）湯,おゆ,eau chaude,T4,PART1,B1
そのまま,そのまま,tel(le) quel(le) / inchangé(e),T4,PART1,B1
囲炉裏,いろり,foyer,T4,PART1,B1
いただく,いただく,recevoir / prendre (son repas),T4,PART1,B1
まるで,まるで,vraiment / complètement,T4,PART1,B1
タイムスリップする,タイムスリップする,faire un saut dans le temps,T4,PART1,B1
週末,しゅうまつ,week-end,T4,PART1,B1
半年先,はんとしさき,dans six mois,T4,PART1,B1
オーシャンビュー,オーシャンビュー,vue sur l'océan,T4,PART1,B1
幸せな,しあわせな,heureux,T4,PART1,B1
～感じだ,～かんじだ,ressentir～,T4,PART1,B1
メイン,メイン,principal,T4,PART1,B1
伊勢えび,いせえび,langouste,T4,PART1,B1
早速,さっそく,immédiatement,T4,PART1,B1
とろっと,とろっと,fondant,T4,PART1,B1
溶ける,とける,fondre / se dissoudre,T4,PART1,B1
旅館,りょかん,auberge traditionnelle,T4,PART2,B1
温泉旅館,おんせんりょかん,auberge traditionnelle dotée d'une source thermale,T4,PART2,B1
泊まる,とまる,descendre (à l'hôtel),T4,PART2,B1
予約する,よやくする,réserver,T4,PART2,B1
インド,インド,Inde,T4,PART2,B1
ニューデリー,ニューデリー,New Delhi,T4,PART2,B1
日本文化センター,にほんぶんかセンター,Centre culturel japonais,T4,PART2,B1
～回目,～かいめ,"～fois (1ère fois, 2nde fois…)",T4,PART2,B1
草津温泉,くさつおんせん,source thermale de Kusatsu,T4,PART2,B1
女将,おかみ,patronne,T4,PART2,B1
少々,しょうしょう,un peu,T4,PART2,B1
～名様,～めいさま,～personne,T4,PART2,B1
食事,しょくじ,repas,T4,PART2,B1
実は,じつは,en réalité,T4,PART2,B1
メール,メール,e-mail,T4,PART2,B1
返事,へんじ,réponse,T4,PART2,B1
（お）刺身,おさしみ,sashimi,T4,PART2,B1
すき焼き,すきやき,sukiyaki,T4,PART2,B1
代わりに,かわりに,à la place de,T4,PART2,B1
湯豆腐,ゆどうふ,tôfu bouilli,T4,PART2,B1
（お）鍋,おなべ,nabé (sorte de pot-au-feu),T4,PART2,B1
プライベート,プライベート,privé(e),T4,PART2,B1
～が付いた,～がついた,avec～,T4,PART2,B1
大浴場,だいよくじょう,bains publics,T4,PART2,B1
サイト,サイト,site Internet,T4,PART2,B1
家族風呂,かぞくぶろ,bain familial,T4,PART2,B1
鍵をかける,かぎをかける,fermer à clé,T4,PART2,B1
フロント,フロント,réception / accueil,T4,PART2,B1
（ご）来館,ごらいかん,visite,T4,PART2,B1
ツアー,ツアー,tour / visite,T4,PART2,B1
ガイド,ガイド,guide,T4,PART2,B1
クーポン,クーポン,bon / coupon,T4,PART2,B1
チェックイン,チェックイン,enregistrement (à l'hôtel),T4,PART2,B1
まとめる,まとめる,rassembler,T4,PART2,B1
本日,ほんじつ,aujourd'hui,T4,PART2,B1
アンケート,アンケート,enquête,T4,PART2,B1
例外,れいがい,exception,T4,PART2,B1
ロッカー,ロッカー,casier,T4,PART2,B1
浴衣,ゆかた,kimono d'été en coton,T4,PART2,B1
サイズ,サイズ,taille,T4,PART2,B1
とりかえる,とりかえる,changer (de l'argent),T4,PART2,B1
露天風呂,ろてんぶろ,bains en extérieur,T4,PART2,B1
領収書,りょうしゅうしょ,reçu,T4,PART2,B1
かしこまりました,かしこまりました,Bien Madame / Bien Monsieur,T4,PART2,B1
チェックアウト,チェックアウト,départ (de l'hôtel),T4,PART2,B1
新幹線,しんかんせん,le Shinkansen,T4,PART2,B1
当館,とうかん,"cet hôtel, ce musée, etc.",T4,PART2,B1
和室,わしつ,pièce japonaise,T4,PART2,B1
コンセント,コンセント,prise électrique,T4,PART2,B1
アダプター,アダプター,adaptateur,T4,PART2,B1
生,なま,cru,T4,PART2,B1
エアコン,エアコン,climatiseur,T4,PART2,B1
変な,へんな,bizarre,T4,PART2,B1
順に,じゅんに,dans l'ordre,T4,PART2,B1
マグロ,マグロ,thon,T4,PART2,B1
タイ,タイ,daurade,T4,PART2,B1
ヒラメ,ヒラメ,turbot (poisson plat),T4,PART2,B1
カンパチ,カンパチ,sériole (sorte de poisson),T4,PART2,B1
朝食,ちょうしょく,petit déjeuner,T4,PART2,B1
（お）会計,おかいけい,note / addition,T4,PART2,B1
～にあたる,～にあたる,correspondre à～,T4,PART2,B1
提案する,ていあんする,proposer / suggérer,T4,PART2,B1
断る,ことわる,refuser,T4,PART2,B1
くわしく,くわしく,"précisément, de manière détaillée",T4,PART2,B1
パターン,パターン,modèle,T4,PART2,B1
メニュー,メニュー,menu,T4,PART2,B1
～以外,～いがい,sauf～,T4,PART2,B1
送迎,そうげい,accueil / accompagnement (à l'aéroport),T4,PART2,B1
人数,にんずう,nombre de personnes,T4,PART2,B1
変更する,へんこうする,modifier,T4,PART2,B1
和食,わしょく,repas japonais,T4,PART2,B1
なっとう,なっとう,nattô,T4,PART2,B1
苦手な,にがてな,ne pas aimer,T4,PART2,B1
別の,べつの,différent,T4,PART2,B1
洋食,ようしょく,repas occidental,T4,PART2,B1
目玉焼き,めだまやき,œufs au plat,T4,PART2,B1
ハム,ハム,jambon,T4,PART2,B1
用意する,よういする,préparer (en prévision de),T4,PART2,B1
パンフレット,パンフレット,brochure / dépliant,T4,PART3,B1
大江戸温泉物語,おおえどおんせんものがたり,Ooedo onsen monogatari,T4,PART3,B1
食事,しょくじ,repas,T4,PART3,B1
浴衣,ゆかた,kimono d'été en coton,T4,PART3,B1
ゲーム,ゲーム,jeu vidéo,T4,PART3,B1
アニメイト,アニメイト,Animate,T4,PART3,B1
カフェ,カフェ,café,T4,PART3,B1
キャラクターグッズ,キャラクターグッズ,produits représentant des personnages de dessin animé,T4,PART3,B1
東京スカイツリー,とうきょうスカイツリー,Tour Tokyo Sky Tree,T4,PART3,B1
（お）土産,おみやげ,souvenirs,T4,PART3,B1
ライトアップ,ライトアップ,éclairage,T4,PART3,B1
記念写真,きねんしゃしん,photo souvenir,T4,PART3,B1
お台場,おだいば,Odaiba,T4,PART3,B1
テーマパーク,テーマパーク,parc à thème,T4,PART3,B1
江戸,えど,Edo,T4,PART3,B1
一日中,いちにちじゅう,toute la journée,T4,PART3,B1
アニメショップ,アニメショップ,boutique consacrée aux dessins animés,T4,PART3,B1
展望台,てんぼうだい,terrasse panoramique,T4,PART3,B1
眺め,ながめ,vue,T4,PART3,B1
行き先,いきさき,destination,T4,PART3,B1
順番,じゅんばん,ordre,T4,PART3,B1
満足する,まんぞくする,être satisfait,T4,PART4,B1
旅館,りょかん,auberge traditionnelle japonaise,T4,PART4,B1
ポイント,ポイント,idée importante,T4,PART4,B1
値段,ねだん,prix,T4,PART4,B1
サイト,サイト,site Internet,T4,PART4,B1
口コミ,くちコミ,bouche à oreille,T4,PART4,B1
草津温泉,くさつおんせん,source thermale de Kusatsu,T4,PART4,B1
三修館,さんしゅうかん,Sanshûkan,T4,PART4,B1
交通の便,こうつうのべん,facilité d'accès,T4,PART4,B1
そのぶん,そのぶん,grâce à cela,T4,PART4,B1
静かに,しずかに,tranquillement,T4,PART4,B1
過ごす,すごす,passer,T4,PART4,B1
にごった,にごった,trouble,T4,PART4,B1
（お）湯,おゆ,eau chaude,T4,PART4,B1
肌,はだ,peau,T4,PART4,B1
すべすべ,すべすべ,doux(-ce),T4,PART4,B1
露天風呂,ろてんぶろ,bains en extérieur,T4,PART4,B1
女将（さん）,おかみさん,patronne,T4,PART4,B1
従業員,じゅうぎょういん,personnel,T4,PART4,B1
～の方々,～のかたがた,les gens de～,T4,PART4,B1
接客,せっきゃく,accueil des clients,T4,PART4,B1
気持ちがよい,きもちがよい,agréable,T4,PART4,B1
泊まる,とまる,descendre à (l'hôtel),T4,PART4,B1
（お）風呂,おふろ,bain,T4,PART4,B1
イマイチ,イマイチ,décevant,T4,PART4,B1
混んでいる,こんでいる,plein / complet,T4,PART4,B1
冷める,さめる,refroidir,T4,PART4,B1
フロント,フロント,réception / accueil,T4,PART4,B1
～同士,～どうし,entre～,T4,PART4,B1
おしゃべりをする,おしゃべりをする,discuter,T4,PART4,B1
気になる,きになる,se préoccuper,T4,PART4,B1
チェックアウト,チェックアウト,départ (de l'hôtel),T4,PART4,B1
客,きゃく,client(e),T4,PART4,B1
待つ,まつ,attendre,T4,PART4,B1
高級旅館,こうきゅうりょかん,auberge traditionnelle japonaise de luxe,T4,PART4,B1
このたびは,このたびは,cette fois,T4,PART4,B1
数ある～,かずある～,nombreux,T4,PART4,B1
まことに,まことに,vraiment / sincèrement,T4,PART4,B1
利用する,りようする,utiliser,T4,PART4,B1
評価する,ひょうかする,évaluer,T4,PART4,B1
記号,きごう,symbole,T4,PART4,B1
対応,たいおう,correspondre,T4,PART4,B1
プラス評価,プラスひょうか,évaluation positive,T4,PART4,B1
マイナス評価,マイナスひょうか,évaluation négative,T4,PART4,B1
しかしながら,しかしながら,cependant,T4,PART4,B1
お客様,おきゃくさま,client(e),T4,PART4,B1
～の際,～のさい,lors de～,T4,PART4,B1
（ご）不快,ごふかい,déplaisant(e),T4,PART4,B1
～をおかけする,～をおかけする,faire peser sur～,T4,PART4,B1
心より,こころより,du fond du cœur,T4,PART4,B1
おわび申し上げます,おわびもうしあげます,Nous vous prions de nous excuser.,T4,PART4,B1
（ご）意見,ごいけん,(votre) avis,T4,PART4,B1
～につきましては,～につきましては,concernant～,T4,PART4,B1
改善する,かいぜんする,améliorer,T4,PART4,B1
真剣に,しんけんに,sérieusement,T4,PART4,B1
来館する,らいかんする,visiter,T4,PART4,B1
おほめのことば,おほめのことば,compliments,T4,PART4,B1
うれしいかぎり,うれしいかぎり,extrêmement heureux,T4,PART4,B1
当館,とうかん,"cet hôtel, ce musée, etc.",T4,PART4,B1
何より,なにより,par-dessus tout,T4,PART4,B1
大切な,たいせつな,important,T4,PART4,B1
安心する,あんしんする,se rassurer,T4,PART4,B1
お越し,おこし,(votre) venue,T4,PART4,B1
経験,けいけん,expérience,T4,PART4,B1
クレーム,クレーム,plainte,T4,PART4,B1
事前に,じぜんに,à l'avance,T4,PART4,B1
迎え,むかえ,aller chercher,T4,PART4,B1
Wi-Fi,ワイファイ,wi-fi,T4,PART4,B1
～可,～か,possible,T4,PART4,B1
問い合わせ,といあわせ,renseignement,T4,PART5,B1
旅館,りょかん,auberge traditionnelle japonaise,T4,PART5,B1
草津温泉,くさつおんせん,source thermale de Kusatsu,T4,PART5,B1
三修館,さんしゅうかん,Sanshûkan (nom fictif d'une auberge),T4,PART5,B1
（ご）担当者,ごたんとうしゃ,responsable,T4,PART5,B1
宿泊,しゅくはく,séjour,T4,PART5,B1
予約する,よやくする,réserver,T4,PART5,B1
食事,しょくじ,repas,T4,PART5,B1
お願いする,おねがいする,demander quelque chose,T4,PART5,B1
妻,つま,épouse,T4,PART5,B1
牛肉,ぎゅうにく,bœuf,T4,PART5,B1
豚肉,ぶたにく,porc,T4,PART5,B1
（お）返事,おへんじ,réponse,T4,PART5,B1
泊まる,とまる,descendre (à l'hôtel),T4,PART5,B1
設備,せつび,équipements,T4,PART5,B1
駐車場,ちゅうしゃじょう,parking,T4,PART5,B1
対応する,たいおうする,réagir à,T4,PART5,B1
アレルギー,アレルギー,allergie,T4,教室の外へ,B1
（お）湯,おゆ,eau chaude,T4,教室の外へ,B1
温泉旅館,おんせんりょかん,auberge traditionnelle dotée d'une source thermale,T4,教室の外へ,B1
クイズ,クイズ,quiz,T4,教室の外へ,B1
挑戦する,ちょうせんする,tenter,T4,教室の外へ,B1
おすすめスポット,おすすめスポット,lieux recommandés,T4,教室の外へ,B1
温泉がわく,おんせんがわく,jaillir,T4,教室の外へ,B1
利用する,りようする,utiliser,T4,教室の外へ,B1
離れる,はなれる,être éloigné de,T5,準備,B1
コミュニケーションする,コミュニケーションする,communiquer,T5,準備,B1
話題,わだい,sujet de conversation,T5,準備,B1
娘,むすめ,fille,T5,準備,B1
～歳,～さい,～ans,T5,準備,B1
ボーナス,ボーナス,prime,T5,準備,B1
増える,ふえる,augmenter,T5,準備,B1
景気回復,けいきかいふく,reprise économique,T5,準備,B1
乗馬,じょうば,équitation,T5,準備,B1
いやされる,いやされる,ça (me) fait du bien,T5,準備,B1
出張,しゅっちょう,déplacement professionnel,T5,準備,B1
桜,さくら,cerisier,T5,準備,B1
咲く,さく,fleurir,T5,準備,B1
ガビーン,ガビーン,Oh non!,T5,準備,B1
スマホ,スマホ,smartphone,T5,準備,B1
水没,すいぼつ,tomber à l'eau,T5,準備,B1
中国語,ちゅうごくご,chinois,T5,準備,B1
全然～ない,ぜんぜん～ない,pas du tout,T5,準備,B1
自信,じしん,confiance en soi,T5,準備,B1
カレシ,カレシ,petit ami,T5,準備,B1
（お）弁当,おべんとう,boîte-repas,T5,準備,B1
恋愛,れんあい,amour,T5,準備,B1
娯楽,ごらく,divertissement,T5,準備,B1
自然,しぜん,nature,T5,準備,B1
事件,じけん,incident / évènement,T5,準備,B1
政治,せいじ,politique,T5,準備,B1
経済,けいざい,économie,T5,準備,B1
～年目,～ねんめ,"～année (première année, etc.)",T5,準備,B1
記念日,きねんび,date anniversaire,T5,準備,B1
ほっとする,ほっとする,être rassuré,T5,準備,B1
やっと,やっと,enfin,T5,準備,B1
社会人,しゃかいじん,actif / personne dans la vie active,T5,準備,B1
定年,ていねん,limite d'âge,T5,準備,B1
北海道,ほっかいどう,Hokkaidô,T5,準備,B1
次回,じかい,la prochaine fois,T5,準備,B1
無事に,ぶじに,sans encombre,T5,準備,B1
この間,このあいだ,l'autre jour,T5,準備,B1
しばらく,しばらく,un certain temps,T5,準備,B1
祖父,そふ,grand-père,T5,準備,B1
長生きする,ながいきする,vivre vieux (vieille),T5,準備,B1
出産する,しゅっさんする,accoucher,T5,準備,B1
退職する,たいしょくする,prendre sa retraite,T5,準備,B1
就職,しゅうしょく,trouver un travail,T5,準備,B1
離婚,りこん,divorce,T5,準備,B1
過去,かこ,passé,T5,準備,B1
未来,みらい,futur,T5,準備,B1
SNS,エスエヌエス,réseaux sociaux,T5,準備,B1
書き込み,かきこみ,post / message,T5,準備,B1
コメントする,コメントする,réagir (sur Internet),T5,準備,B1
銀座,ぎんざ,Ginza,T5,準備,B1
フランス料理,フランスりょうり,cuisine française,T5,準備,B1
フルコース,フルコース,repas complet,T5,準備,B1
バイト,バイト,petit boulot,T5,準備,B1
新人,しんじん,nouvel employé,T5,準備,B1
勘弁する,かんべんする,"laisser tranquille, ne plus embêter",T5,準備,B1
～年ぶり,～ねんぶり,pour la première fois depuis～années,T5,準備,B1
スキー,スキー,ski,T5,準備,B1
骨折,こっせつ,fracture (d'un os),T5,準備,B1
入院生活,にゅういんせいかつ,vie à l'hôpital,T5,準備,B1
先日,せんじつ,l'autre jour,T5,準備,B1
長年,ながねん,de longues années,T5,準備,B1
暮らす,くらす,vivre / habiter,T5,準備,B1
星になる,ほしになる,devenir une étoile (euphémisme pour mourir),T5,準備,B1
見かける,みかける,apercevoir,T5,準備,B1
タトゥー,タトゥー,tatouage,T5,準備,B1
ライオン,ライオン,lion,T5,準備,B1
無理する,むりする,en faire trop,T5,準備,B1
うらやましい,うらやましい,jaloux,T5,準備,B1
元気（を）出す,げんきをだす,rester en forme,T5,準備,B1
笑える,わらえる,pouvoir en rire,T5,準備,B1
そういう～,そういう～,ce genre de～,T5,準備,B1
頭に来る,あたまにくる,taper sur les nerfs,T5,準備,B1
知り合い,しりあい,connaissance,T5,PART1,B1
できごと,できごと,évènement,T5,PART1,B1
セリフ,セリフ,réplique(s),T5,PART1,B1
予想,よそう,attentes,T5,PART1,B1
飼う,かう,élever (un animal),T5,PART1,B1
ビザ,ビザ,visa,T5,PART1,B1
更新する,こうしんする,renouveler,T5,PART1,B1
この間,このあいだ,l'autre jour,T5,PART1,B1
車上荒らし,しゃじょうあらし,vol avec vandalisme sur une voiture,T5,PART1,B1
あう,あう,"subir (un accident, etc.)",T5,PART1,B1
当たる,あたる,correspondre,T5,PART1,B1
ただ,ただ,mais,T5,PART1,B1
ソファ,ソファ,sofa / canapé,T5,PART1,B1
ガリガリ,ガリガリ,onomatopée du chat qui fait ses griffes,T5,PART1,B1
ひっかく,ひっかく,griffer,T5,PART1,B1
おしっこ,おしっこ,pipi,T5,PART1,B1
ニャーニャー,ニャーニャー,miaou miaou,T5,PART1,B1
予測する,よそくする,deviner / supposer,T5,PART1,B1
それに,それに,en plus,T5,PART1,B1
海外,かいがい,à l'étranger,T5,PART1,B1
引っ越す,ひっこす,déménager,T5,PART1,B1
モルモット,モルモット,cochon d'Inde,T5,PART1,B1
慣れる,なれる,s'habituer à,T5,PART1,B1
（お）役所,やくしょ,mairie,T5,PART1,B1
書類,しょるい,documents,T5,PART1,B1
別の日,べつのひ,un autre jour,T5,PART1,B1
結局,けっきょく,finalement,T5,PART1,B1
地下,ちか,sous-sol,T5,PART1,B1
駐車場,ちゅうしゃじょう,parking,T5,PART1,B1
うっかり,うっかり,par mégarde,T5,PART1,B1
ダッシュボード,ダッシュボード,tableau de bord,T5,PART1,B1
カーナビ,カーナビ,GPS de voiture,T5,PART1,B1
結婚相手,けっこんあいて,conjoint(-e),T5,PART1,B1
年上,としうえ,plus âgé,T5,PART1,B1
バツイチ,バツイチ,divorcé(-e),T5,PART1,B1
相談する,そうだんする,demander conseil,T5,PART1,B1
寄る,よる,passer par,T5,PART1,B1
超～,ちょう～,super / très,T5,PART1,B1
ツメ,ツメ,ongle / griffe,T5,PART1,B1
許す,ゆるす,permettre / excuser,T5,PART1,B1
頑固な,がんこな,têtu(-e),T5,PART1,B1
しょうがない,しょうがない,on n'y peut rien,T5,PART1,B1
勘弁する,かんべんする,pardonner / laisser tranquille,T5,PART1,B1
～って感じ,～ってかんじ,impression de～,T5,PART1,B1
がらーんとした,がらーんとした,vide,T5,PART1,B1
空間,くうかん,espace,T5,PART1,B1
やられる,やられる,être vaincu / être roulé,T5,PART1,B1
ひどい,ひどい,horrible,T5,PART1,B1
ドラえもん,ドラえもん,Doraemon,T5,PART1,B1
クッション,クッション,coussin,T5,PART1,B1
ショック,ショック,choc,T5,PART1,B1
実は,じつは,en fait,T5,PART1,B1
おめでたい,おめでたい,(évènement) heureux,T5,PART1,B1
びっくりする,びっくりする,être surpris,T5,PART1,B1
スカイプ,スカイプ,Skype,T5,PART2,B1
インターネット,インターネット,Internet,T5,PART2,B1
学習者,がくしゅうしゃ,élève / apprenant,T5,PART2,B1
訪日研修,ほうにちけんしゅう,formation au Japon,T5,PART2,B1
インドネシア,インドネシア,Indonésie,T5,PART2,B1
マナド,マナド,Manado,T5,PART2,B1
モンゴル,モンゴル,Mongolie,T5,PART2,B1
ウランバートル,ウランバートル,Oulan-Bator,T5,PART2,B1
マイナス～度,マイナス～ど,moins～degrés,T5,PART2,B1
一年中,いちねんじゅう,toute l'année,T5,PART2,B1
そういえば,そういえば,"d'ailleurs, puisqu'on en parle",T5,PART2,B1
ジャカルタ,ジャカルタ,Jakarta,T5,PART2,B1
浸かる,つかる,être plongé dans / être immergé dans,T5,PART2,B1
出張,しゅっちょう,voyage d'affaires,T5,PART2,B1
シンガポール,シンガポール,Singapour,T5,PART2,B1
～人目,～にんめ,"～personne (première personne, etc.)",T5,PART2,B1
やっと,やっと,enfin,T5,PART2,B1
タイ,タイ,Thaïlande,T5,PART2,B1
Facebook,フェイスブック,Facebook,T5,PART2,B1
載せる,のせる,publier,T5,PART2,B1
過ぎる,すぎる,passer / dépasser,T5,PART2,B1
ネット,ネット,Internet,T5,PART2,B1
情報,じょうほう,information,T5,PART2,B1
部長,ぶちょう,directeur,T5,PART2,B1
幸せな,しあわせな,heureux,T5,PART2,B1
引っ越す,ひっこす,déménager,T5,PART2,B1
合格する,ごうかくする,réussir,T5,PART2,B1
引っ越し,ひっこし,déménagement,T5,PART2,B1
全体,ぜんたい,tout / la totalité,T5,PART2,B1
工事,こうじ,travaux de construction,T5,PART2,B1
突然,とつぜん,soudain,T5,PART2,B1
今月末,こんげつまつ,cette fin de mois,T5,PART2,B1
彼氏,かれし,petit ami,T5,PART2,B1
合わない,あわない,ne pas s'entendre avec,T5,PART2,B1
別れる,わかれる,se séparer,T5,PART2,B1
帰国,きこく,rentrer dans son pays,T5,PART2,B1
～の関係で,～のかんけいで,à cause de～,T5,PART2,B1
一人暮らし,ひとりぐらし,vivre seul,T5,PART2,B1
式,しき,cérémonie,T5,PART2,B1
食事する,しょくじする,prendre son repas,T5,PART2,B1
この間,このあいだ,l'autre jour,T5,PART2,B1
救急車,きゅうきゅうしゃ,ambulance,T5,PART2,B1
胆石,たんせき,calcul biliaire,T5,PART2,B1
お大事に,おだいじに,Prompt rétablissement / Portez-vous bien,T5,PART2,B1
課長,かちょう,chef de section,T5,PART2,B1
ベトナム,ベトナム,Viêtnam,T5,PART2,B1
スケジュール,スケジュール,programme,T5,PART2,B1
～の都合で,～のつごうで,convenance,T5,PART2,B1
首都,しゅと,capitale,T5,PART2,B1
雨期,うき,saison des pluies,T5,PART2,B1
洪水,こうずい,inondation,T5,PART2,B1
まとまり,まとまり,unité / ensemble,T5,PART2,B1
手をたたく,てをたたく,battre,T5,PART2,B1
相手,あいて,partenaire / interlocuteur,T5,PART2,B1
共通,きょうつう,mutuel,T5,PART2,B1
話題,わだい,sujet de conversation,T5,PART2,B1
～同士,～どうし,entre～,T5,PART2,B1
知り合い,しりあい,connaissance,T5,PART2,B1
海外,かいがい,à l'étranger,T5,PART2,B1
久しぶり,ひさしぶり,ça fait longtemps (qu'on ne s'est pas vus),T5,PART2,B1
内容,ないよう,contenu,T5,PART2,B1
実は,じつは,au fait,T5,PART2,B1
ほんと,ほんと,c'est vrai ? / ah bon!,T5,PART2,B1
娘,むすめ,fille,T5,PART2,B1
中学生,ちゅうがくせい,collégien,T5,PART2,B1
なつかしい,なつかしい,être nostalgique,T5,PART2,B1
女性,じょせい,femme,T5,PART2,B1
ヨガ,ヨガ,yoga,T5,PART3,B1
はまっている,はまっている,être accro à / être passionné de,T5,PART3,B1
～関係,～かんけい,lié à,T5,PART3,B1
イベント会場,イベントかいじょう,lieu de l'évènement,T5,PART3,B1
知り合い,しりあい,connaissance,T5,PART3,B1
調子,ちょうし,état,T5,PART3,B1
様子,ようす,état / condition,T5,PART3,B1
ぐっすり,ぐっすり,profondément / à poings fermés,T5,PART3,B1
体調,たいちょう,condition physique,T5,PART3,B1
おすすめ,おすすめ,recommandation,T5,PART3,B1
うんざり,うんざり,en avoir assez de,T5,PART3,B1
こりごり,こりごり,on ne m'y reprendra plus,T5,PART3,B1
ひどい目にあう,ひどいめにあう,vivre quelque chose de désagréable,T5,PART3,B1
ホットヨガ,ホットヨガ,hot yoga,T5,PART3,B1
のばす,のばす,étirer,T5,PART3,B1
らくらく,らくらく,facilement,T5,PART3,B1
汗,あせ,sueur,T5,PART3,B1
だらだら,だらだら,à grosses gouttes,T5,PART3,B1
気持ちいい,きもちいい,agréable,T5,PART3,B1
しばらくですね,しばらくですね,ça fait longtemps (qu'on ne s'est pas vus),T5,PART3,B1
わが家,わがや,chez moi,T5,PART4,B1
近況,きんきょう,dernières nouvelles,T5,PART4,B1
手書き,てがき,écrit à la main,T5,PART4,B1
ホームステイ,ホームステイ,séjour chez l'habitant,T5,PART4,B1
誕生日カード,たんじょうびカード,carte d'anniversaire,T5,PART4,B1
予想,よそう,attentes,T5,PART4,B1
定年退職する,ていねんたいしょくする,prendre sa retraite à l'âge limite,T5,PART4,B1
家事,かじ,travaux domestiques,T5,PART4,B1
美術,びじゅつ,art,T5,PART4,B1
めざす,めざす,viser,T5,PART4,B1
様子,ようす,apparence,T5,PART4,B1
当たる,あたる,toucher juste,T5,PART4,B1
ごぶさたしています,ごぶさたしています,Cela fait longtemps depuis notre dernier échange.,T5,PART4,B1
いかがお過ごしですか,いかがおすごしですか,Comment vous portez-vous ?,T5,PART4,B1
帰国する,きこくする,rentrer dans son pays,T5,PART4,B1
暑い,あつい,chaud,T5,PART4,B1
続く,つづく,continuer,T5,PART4,B1
先日,せんじつ,l'autre jour,T5,PART4,B1
写真,しゃしん,photographie,T5,PART4,B1
送る,おくる,envoyer,T5,PART4,B1
なつかしい,なつかしい,être nostalgique,T5,PART4,B1
気持ち,きもち,sentiment / humeur,T5,PART4,B1
勉強,べんきょう,étudier,T5,PART4,B1
東京,とうきょう,Tokyo,T5,PART4,B1
一人暮らし,ひとりぐらし,vivre seul,T5,PART4,B1
始める,はじめる,commencer,T5,PART4,B1
全く～ない,まったく～ない,absolument pas,T5,PART4,B1
洗濯,せんたく,lessive,T5,PART4,B1
生活する,せいかつする,vivre,T5,PART4,B1
心配する,しんぱいする,s'inquiéter,T5,PART4,B1
とりあえず,とりあえず,dans un premier temps,T5,PART4,B1
今のところは,いまのところは,pour le moment,T5,PART4,B1
卒業する,そつぎょうする,terminer ses études,T5,PART4,B1
ワーキングホリデー,ワーキングホリデー,visa vacances-travail,T5,PART4,B1
オーストラリア,オーストラリア,Australie,T5,PART4,B1
準備する,じゅんびする,préparer,T5,PART4,B1
あいかわらず,あいかわらず,comme toujours,T5,PART4,B1
せっかく,せっかく,finalement,T5,PART4,B1
自由な,じゆうな,libre,T5,PART4,B1
一緒に,いっしょに,ensemble,T5,PART4,B1
～やら～やら,～やら～やら,que ce soit～ ou～,T5,PART4,B1
美術展,びじゅつてん,exposition d'art,T5,PART4,B1
誘う,さそう,inviter,T5,PART4,B1
なので,なので,donc,T5,PART4,B1
最近,さいきん,dernièrement,T5,PART4,B1
楽しむ,たのしむ,s'amuser,T5,PART4,B1
Eメール,イーメール,e-mail,T5,PART4,B1
次,つぎ,suivant,T5,PART4,B1
（お）便り,おたより,lettre,T5,PART4,B1
連絡する,れんらくする,contacter,T5,PART4,B1
過ごす,すごす,passer / dépenser,T5,PART4,B1
様,さま,M. / Mme. / Mlle,T5,PART4,B1
別れ,わかれ,séparation,T5,PART4,B1
気づかう,きづかう,se préoccuper de,T5,PART4,B1
決まった,きまった,décidé,T5,PART4,B1
情報,じょうほう,information,T5,PART4,B1
週末,しゅうまつ,week-end,T5,PART4,B1
合格する,ごうかくする,réussir,T5,PART4,B1
皆様,みなさま,"tous, tout le monde (poli)",T5,PART4,B1
動詞,どうし,verbe,T5,PART4,B1
しばらく,しばらく,un certain temps,T5,PART5,B1
様子,ようす,apparence,T5,PART5,B1
友人,ゆうじん,ami(-e),T5,PART5,B1
ホストファミリー,ホストファミリー,famille d'accueil,T5,PART5,B1
同僚,どうりょう,collègue,T5,PART5,B1
どうしてた？,どうしてた？,Que devenez-vous ?,T5,PART5,B1
ご無沙汰しています,ごぶさたしています,Cela fait longtemps depuis notre dernier échange.,T5,PART5,B1
過ごす,すごす,passer / dépenser,T5,PART5,B1
目上の人,めうえのひと,supérieur hiérarchique,T5,PART5,B1
